Product Name,Category,Unit Price,Cost Price,Competitor Price,Quantity Sold,Revenue,Inventory,Season,Date
Classic Denim Jacket,Apparel,2447.51,1200,2342.68,6,14685.06,482.0,Winter,2026-02-12
Waterproof Hiking Boots,Apparel,4463.61,2200,4554.6,3,13390.83,14.0,Winter,2026-02-12
Ergonomic Office Chair,Home Goods,10631.06,6000,10133.66,3,31893.18,178.0,Winter,2026-02-12
UltraHD 4K Smart TV,Electronics,45066.34,32000,43074.5,3,135199.02,6.0,Winter,2026-02-13
Wireless Noise-Canceling Headphones,Electronics,7663.77,4500,8320.12,13,99629.01,83.0,Winter,2026-02-13
Classic Denim Jacket,Apparel,2520.43,1200,2451.14,5,12602.15,481.0,Winter,2026-02-13
Waterproof Hiking Boots,Apparel,4598.66,2200,4614.1,3,13795.98,20.0,Winter,2026-02-13
Ergonomic Office Chair,Home Goods,11186.73,6000,10417.99,3,33560.19,178.0,Winter,2026-02-13
UltraHD 4K Smart TV,Electronics,43766.05,32000,44915.17,7,306362.35,5.0,Winter,2026-02-14
Wireless Noise-Canceling Headphones,Electronics,7974.85,4500,7969.06,10,79748.5,80.0,Winter,2026-02-14
Classic Denim Jacket,Apparel,2613.02,1200,2369.64,3,7839.06,485.0,Winter,2026-02-14
Waterproof Hiking Boots,Apparel,4284.45,2200,4524.95,9,38560.05,11.0,Winter,2026-02-14
Ergonomic Office Chair,Home Goods,11042.2,6000,10847.11,6,66253.2,183.0,Winter,2026-02-14
UltraHD 4K Smart TV,Electronics,46959.28,32000,45395.07,8,375674.24,5.0,Winter,2026-02-15
Wireless Noise-Canceling Headphones,Electronics,7772.12,4500,8283.62,8,62176.96,74.0,Winter,2026-02-15
Classic Denim Jacket,Apparel,2574.5,1200,2445.8,5,12872.5,482.0,Winter,2026-02-15
Waterproof Hiking Boots,Apparel,4366.57,2200,4870.91,4,17466.28,14.0,Winter,2026-02-15
Ergonomic Office Chair,Home Goods,10895.66,6000,10280.77,5,54478.3,180.0,Winter,2026-02-15
Ceramic Essential Oil Diffuser,Home Goods,1863.09,800,1987.58,10,18630.9,212.0,Winter,2026-02-15
UltraHD 4K Smart TV,Electronics,45418.75,32000,44461.65,3,136256.25,13.0,Winter,2026-02-16
Wireless Noise-Canceling Headphones,Electronics,7646.77,4500,8068.75,2,15293.54,78.0,Winter,2026-02-16
Classic Denim Jacket,Apparel,2404.56,1200,2487.16,8,19236.48,476.0,Winter,2026-02-16
Waterproof Hiking Boots,Apparel,4578.32,2200,4518.26,9,41204.88,11.0,Winter,2026-02-16
Ergonomic Office Chair,Home Goods,11221.21,6000,10425.01,6,67327.26,180.0,Winter,2026-02-16
Ceramic Essential Oil Diffuser,Home Goods,1834.51,800,1975.17,9,16510.59,205.0,Winter,2026-02-16
UltraHD 4K Smart TV,Electronics,46605.76,32000,44382.09,12,559269.12,11.0,Winter,2026-02-17
Wireless Noise-Canceling Headphones,Electronics,7980.09,4500,8125.25,6,47880.54,74.0,Winter,2026-02-17
Classic Denim Jacket,Apparel,2395.81,1200,,7,16770.67,480.0,Winter,2026-02-17
Waterproof Hiking Boots,Apparel,4522.37,2200,4668.85,12,54268.44,5.0,Winter,2026-02-17
Ergonomic Office Chair,Home Goods,10510.07,6000,10896.35,5,52550.35,179.0,Winter,2026-02-17
Ceramic Essential Oil Diffuser,Home Goods,1794.49,800,2005.83,2,3588.98,206.0,Winter,2026-02-17
UltraHD 4K Smart TV,Electronics,46260.22,32000,44398.99,9,416341.98,10.0,Winter,2026-02-18
Wireless Noise-Canceling Headphones,Electronics,7866.18,4500,8488.59,8,62929.44,72.0,Winter,2026-02-18
Waterproof Hiking Boots,Apparel,4355.62,2200,4847.07,11,47911.82,5.0,Winter,2026-02-18
Ceramic Essential Oil Diffuser,Home Goods,1727.41,800,1984.39,9,15546.69,201.0,Winter,2026-02-18
Wireless Noise-Canceling Headphones,Electronics,7637.65,4500,7884.76,6,45825.9,73.0,Winter,2026-02-19
Classic Denim Jacket,Apparel,2381.78,1200,2454.43,1,2381.78,486.0,Winter,2026-02-19
Ergonomic Office Chair,Home Goods,11039.1,6000,10480.67,6,66234.6,181.0,Winter,2026-02-19
UltraHD 4K Smart TV,Electronics,45517.81,32000,46019.79,11,500695.91,5.0,Winter,2026-02-20
Wireless Noise-Canceling Headphones,Electronics,8037.84,4500,8456.13,8,64302.72,72.0,Winter,2026-02-20
Classic Denim Jacket,Apparel,2456.08,1200,2486.81,3,7368.24,483.0,Winter,2026-02-20
Ergonomic Office Chair,Home Goods,11086.4,6000,10149.36,3,33259.2,186.0,Winter,2026-02-20
Ceramic Essential Oil Diffuser,Home Goods,1801.88,800,1912.37,4,7207.52,208.0,Winter,2026-02-20
UltraHD 4K Smart TV,Electronics,44114.49,32000,46160.95,10,441144.9,5.0,Winter,2026-02-21
Wireless Noise-Canceling Headphones,Electronics,8056.68,4500,8468.69,2,16113.36,71.0,Winter,2026-02-21
Waterproof Hiking Boots,Apparel,4531.58,2200,4741.43,7,31721.06,6.0,Winter,2026-02-21
Ergonomic Office Chair,Home Goods,10733.4,6000,10457.95,4,42933.6,184.0,Winter,2026-02-21
Wireless Noise-Canceling Headphones,Electronics,8030.58,4500,8221.86,6,48183.48,72.0,Winter,2026-02-22
Classic Denim Jacket,Apparel,2619.36,1200,2467.84,4,10477.44,486.0,Winter,2026-02-22
Waterproof Hiking Boots,Apparel,4397.25,2200,4551.01,8,35178.0,5.0,Winter,2026-02-22
Ergonomic Office Chair,Home Goods,11184.8,6000,10191.99,7,78293.6,187.0,Winter,2026-02-22
Ceramic Essential Oil Diffuser,Home Goods,1779.21,800,1926.13,10,17792.1,209.0,Winter,2026-02-22
UltraHD 4K Smart TV,Electronics,46323.07,32000,44772.3,4,185292.28,12.0,Winter,2026-02-23
Classic Denim Jacket,Apparel,2562.65,1200,2349.31,6,15375.9,491.0,Winter,2026-02-23
Waterproof Hiking Boots,Apparel,4655.16,2200,4541.93,3,13965.48,12.0,Winter,2026-02-23
Ergonomic Office Chair,Home Goods,11076.13,6000,10809.1,6,66456.78,182.0,Winter,2026-02-23
Ceramic Essential Oil Diffuser,Home Goods,1726.64,800,1943.43,11,18993.04,208.0,Winter,2026-02-23
Wireless Noise-Canceling Headphones,Electronics,8079.68,4500,8233.03,6,48478.08,72.0,Winter,2026-02-24
Waterproof Hiking Boots,Apparel,4419.45,2200,4709.81,11,48613.95,7.0,Winter,2026-02-24
Ergonomic Office Chair,Home Goods,10703.35,6000,10169.39,7,74923.45,183.0,Winter,2026-02-24
Ceramic Essential Oil Diffuser,Home Goods,1766.81,800,1948.6,6,10600.86,213.0,Winter,2026-02-24
UltraHD 4K Smart TV,Electronics,44142.61,32000,46190.66,3,132427.83,10.0,Winter,2026-02-25
Wireless Noise-Canceling Headphones,Electronics,8061.24,4500,8517.07,6,48367.44,72.0,Winter,2026-02-25
Classic Denim Jacket,Apparel,2554.0,1200,2420.61,6,15324.0,491.0,Winter,2026-02-25
Waterproof Hiking Boots,Apparel,4303.84,2200,4736.15,6,25823.04,5.0,Winter,2026-02-25
Ceramic Essential Oil Diffuser,Home Goods,1861.89,800,1943.81,3,5585.67,212.0,Winter,2026-02-25
UltraHD 4K Smart TV,Electronics,47039.88,32000,42978.69,1,47039.88,15.0,Winter,2026-02-26
Wireless Noise-Canceling Headphones,Electronics,8302.15,4500,7930.76,10,83021.5,62.0,Winter,2026-02-26
Classic Denim Jacket,Apparel,2565.08,1200,2442.7,8,20520.64,,Winter,2026-02-26
Waterproof Hiking Boots,Apparel,4337.69,2200,4837.7,15,65065.35,5.0,Winter,2026-02-26
Ergonomic Office Chair,Home Goods,10938.84,6000,10334.76,5,54694.2,180.0,Winter,2026-02-26
Ceramic Essential Oil Diffuser,Home Goods,1801.07,800,1993.33,5,9005.35,217.0,Winter,2026-02-26
UltraHD 4K Smart TV,Electronics,43572.89,32000,43547.36,1,43572.89,22.0,Winter,2026-02-27
Waterproof Hiking Boots,Apparel,4354.21,2200,4837.7,11,47896.31,5.0,Winter,2026-02-27
Ceramic Essential Oil Diffuser,Home Goods,1790.34,800,1985.41,5,8951.7,218.0,Winter,2026-02-27
Wireless Noise-Canceling Headphones,Electronics,8129.85,4500,8271.95,11,89428.35,60.0,Winter,2026-02-28
Classic Denim Jacket,Apparel,2562.95,1200,2413.11,3,7688.85,492.0,Winter,2026-02-28
Waterproof Hiking Boots,Apparel,4508.23,2200,4783.55,9,40574.07,5.0,Winter,2026-02-28
Ergonomic Office Chair,Home Goods,11235.91,6000,10453.49,6,67415.46,175.0,Winter,2026-02-28
UltraHD 4K Smart TV,Electronics,45686.14,32000,42907.68,8,365489.12,25.0,Spring,2026-03-01
Wireless Noise-Canceling Headphones,Electronics,8342.2,4500,8441.21,7,58395.4,63.0,Spring,2026-03-01
Classic Denim Jacket,Apparel,2450.45,1200,2476.75,4,9801.8,496.0,Spring,2026-03-01
Waterproof Hiking Boots,Apparel,4292.44,2200,4699.83,1,4292.44,7.0,Spring,2026-03-01
Ergonomic Office Chair,Home Goods,11337.45,6000,10291.52,2,22674.9,178.0,Spring,2026-03-01
Ceramic Essential Oil Diffuser,Home Goods,1865.91,800,1949.87,3,5597.73,221.0,Spring,2026-03-01
UltraHD 4K Smart TV,Electronics,43219.41,32000,43238.04,2,86438.82,31.0,Spring,2026-03-02
Wireless Noise-Canceling Headphones,Electronics,8328.53,4500,8157.8,7,58299.71,59.0,Spring,2026-03-02
Classic Denim Jacket,Apparel,2393.82,1200,2325.58,7,16756.74,498.0,Spring,2026-03-02
Ergonomic Office Chair,Home Goods,10875.37,6000,10769.76,6,65252.22,181.0,Spring,2026-03-02
Ceramic Essential Oil Diffuser,Home Goods,1812.99,800,2017.45,9,16316.91,221.0,Spring,2026-03-02
UltraHD 4K Smart TV,Electronics,47239.53,32000,43658.24,4,188958.12,37.0,Spring,2026-03-03
Wireless Noise-Canceling Headphones,Electronics,8157.35,4500,8347.81,5,40786.75,60.0,Spring,2026-03-03
Ergonomic Office Chair,Home Goods,11354.02,6000,10622.9,1,11354.02,182.0,Spring,2026-03-03
Ceramic Essential Oil Diffuser,Home Goods,1755.92,800,1991.79,9,15803.28,215.0,Spring,2026-03-03
UltraHD 4K Smart TV,Electronics,44380.32,32000,45661.95,5,221901.6,40.0,Spring,2026-03-04
Wireless Noise-Canceling Headphones,Electronics,7975.22,4500,8481.13,2,15950.44,69.0,Spring,2026-03-04
Classic Denim Jacket,Apparel,2607.87,1200,2368.94,1,2607.87,499.0,Spring,2026-03-04
Waterproof Hiking Boots,Apparel,4434.88,2200,4768.62,7,31044.16,11.0,Spring,2026-03-04
Ergonomic Office Chair,Home Goods,10827.36,6000,,1,10827.36,185.0,Spring,2026-03-04
Ceramic Essential Oil Diffuser,Home Goods,1838.83,800,2023.76,10,18388.3,215.0,Spring,2026-03-04
UltraHD 4K Smart TV,Electronics,45768.44,32000,45643.68,6,274610.64,42.0,Spring,2026-03-05
Classic Denim Jacket,Apparel,2512.64,1200,2340.96,4,10050.56,502.0,Spring,2026-03-05
UltraHD 4K Smart TV,Electronics,46546.78,32000,44279.44,8,372374.24,42.0,Spring,2026-03-06
Wireless Noise-Canceling Headphones,Electronics,8205.32,4500,8254.08,4,32821.28,68.0,Spring,2026-03-06
Classic Denim Jacket,Apparel,2475.29,1200,2485.98,9,22277.61,500.0,Spring,2026-03-06
Waterproof Hiking Boots,Apparel,4511.45,2200,4553.17,5,22557.25,6.0,Spring,2026-03-06
Ergonomic Office Chair,Home Goods,10762.46,6000,10915.61,4,43049.84,181.0,Spring,2026-03-06
Ceramic Essential Oil Diffuser,Home Goods,1814.54,800,1987.7,7,12701.78,217.0,Spring,2026-03-06
UltraHD 4K Smart TV,Electronics,44336.16,32000,43168.95,2,88672.32,48.0,Spring,2026-03-07
Classic Denim Jacket,Apparel,2394.35,1200,2402.46,9,21549.15,496.0,Spring,2026-03-07
Waterproof Hiking Boots,Apparel,4546.02,2200,4633.19,5,22730.1,5.0,Spring,2026-03-07
Ergonomic Office Chair,Home Goods,11176.43,6000,10759.72,7,78235.01,178.0,Spring,2026-03-07
Ceramic Essential Oil Diffuser,Home Goods,1881.06,800,1918.79,1,1881.06,216.0,Spring,2026-03-07
UltraHD 4K Smart TV,Electronics,42898.55,32000,46116.01,10,428985.5,40.0,Spring,2026-03-08
Classic Denim Jacket,Apparel,2433.85,1200,2398.92,1,2433.85,502.0,Spring,2026-03-08
Waterproof Hiking Boots,Apparel,4616.54,2200,4700.23,8,36932.32,7.0,Spring,2026-03-08
Ergonomic Office Chair,Home Goods,10706.17,6000,10211.68,11,117767.87,168.0,Spring,2026-03-08
Ceramic Essential Oil Diffuser,Home Goods,1845.87,800,1920.28,7,12921.09,211.0,Spring,2026-03-08
UltraHD 4K Smart TV,Electronics,42760.46,32000,46222.79,10,427604.6,39.0,Spring,2026-03-09
Wireless Noise-Canceling Headphones,Electronics,8266.43,4500,8172.32,7,57865.01,61.0,Spring,2026-03-09
Waterproof Hiking Boots,Apparel,4570.45,2200,4853.03,8,36563.6,5.0,Spring,2026-03-09
Ergonomic Office Chair,Home Goods,11202.37,6000,,1,11202.37,178.0,Spring,2026-03-09
Ceramic Essential Oil Diffuser,Home Goods,1764.67,800,1886.51,13,22940.71,204.0,Spring,2026-03-09
UltraHD 4K Smart TV,Electronics,44653.25,32000,45552.26,3,133959.75,41.0,Spring,2026-03-10
Wireless Noise-Canceling Headphones,Electronics,8186.91,4500,8423.05,4,32747.64,60.0,Spring,2026-03-10
Classic Denim Jacket,Apparel,2434.21,1200,2335.67,8,19473.68,495.0,Spring,2026-03-10
Waterproof Hiking Boots,Apparel,4579.71,2200,4768.68,7,32057.97,5.0,Spring,2026-03-10
Ergonomic Office Chair,Home Goods,10639.42,6000,10442.03,4,42557.68,182.0,Spring,2026-03-10
Ceramic Essential Oil Diffuser,Home Goods,1771.51,800,1900.61,1,1771.51,205.0,Spring,2026-03-10
UltraHD 4K Smart TV,Electronics,43343.13,32000,45877.87,2,86686.26,41.0,Spring,2026-03-11
Wireless Noise-Canceling Headphones,Electronics,8285.68,4500,8408.02,4,33142.72,67.0,Spring,2026-03-11
Classic Denim Jacket,Apparel,2429.44,1200,2319.03,5,12147.2,490.0,Spring,2026-03-11
Waterproof Hiking Boots,Apparel,4477.17,2200,4865.63,6,26863.02,8.0,Spring,2026-03-11
Ceramic Essential Oil Diffuser,Home Goods,1722.11,800,1913.81,14,24109.54,192.0,Spring,2026-03-11
Wireless Noise-Canceling Headphones,Electronics,8175.51,4500,7890.45,4,32702.04,64.0,Spring,2026-03-12
Classic Denim Jacket,Apparel,2398.89,1200,2476.44,3,7196.67,489.0,Spring,2026-03-12
Ergonomic Office Chair,Home Goods,10500.82,6000,10566.86,5,52504.1,186.0,Spring,2026-03-12
Ceramic Essential Oil Diffuser,Home Goods,1854.99,800,1883.98,9,16694.91,183.0,Spring,2026-03-12
Classic Denim Jacket,Apparel,2573.78,1200,2330.06,8,20590.24,490.0,Spring,2026-03-13
Waterproof Hiking Boots,Apparel,4409.74,2200,4549.66,3,13229.22,14.0,Spring,2026-03-13
Ergonomic Office Chair,Home Goods,10547.24,6000,10367.47,4,42188.96,185.0,Spring,2026-03-13
Ceramic Essential Oil Diffuser,Home Goods,1739.98,800,2025.84,11,19139.78,178.0,Spring,2026-03-13
UltraHD 4K Smart TV,Electronics,43065.31,32000,42921.59,2,86130.62,40.0,Spring,2026-03-14
Wireless Noise-Canceling Headphones,Electronics,7986.51,4500,7913.45,8,63892.08,66.0,Spring,2026-03-14
Classic Denim Jacket,Apparel,2563.21,1200,2400.01,5,12816.05,490.0,Spring,2026-03-14
Waterproof Hiking Boots,Apparel,4723.3,2200,4690.42,8,37786.4,10.0,Spring,2026-03-14
Ergonomic Office Chair,Home Goods,10879.33,6000,10828.46,1,10879.33,187.0,Spring,2026-03-14
Ceramic Essential Oil Diffuser,Home Goods,1823.4,800,1937.11,7,12763.8,174.0,Spring,2026-03-14
UltraHD 4K Smart TV,Electronics,42825.02,32000,45829.78,2,85650.04,48.0,Spring,2026-03-15
Classic Denim Jacket,Apparel,2501.51,1200,2335.2,8,20012.08,484.0,Spring,2026-03-15
Ceramic Essential Oil Diffuser,Home Goods,1847.23,800,1894.44,9,16625.07,175.0,Spring,2026-03-15
UltraHD 4K Smart TV,Electronics,45389.71,32000,44341.21,2,90779.42,55.0,Spring,2026-03-16
Waterproof Hiking Boots,Apparel,4670.09,2200,4613.22,7,32690.63,9.0,Spring,2026-03-16
Ergonomic Office Chair,Home Goods,10681.84,6000,10278.85,6,64091.04,185.0,Spring,2026-03-16
Ceramic Essential Oil Diffuser,Home Goods,1817.57,800,1987.27,1,1817.57,184.0,Spring,2026-03-16
UltraHD 4K Smart TV,Electronics,44945.55,32000,43447.15,7,314618.85,48.0,Spring,2026-03-17
Wireless Noise-Canceling Headphones,Electronics,7988.71,4500,8243.2,1,7988.71,70.0,Spring,2026-03-17
Waterproof Hiking Boots,Apparel,4598.41,2200,4732.42,8,36787.28,12.0,Spring,2026-03-17
Ergonomic Office Chair,Home Goods,10960.33,6000,10286.49,7,76722.31,183.0,Spring,2026-03-17
Ceramic Essential Oil Diffuser,Home Goods,1797.63,800,2017.84,9,16178.67,177.0,Spring,2026-03-17
UltraHD 4K Smart TV,Electronics,44441.2,32000,43072.96,5,222206.0,51.0,Spring,2026-03-18
Wireless Noise-Canceling Headphones,Electronics,7841.92,4500,7905.33,4,31367.68,67.0,Spring,2026-03-18
Ceramic Essential Oil Diffuser,Home Goods,1778.77,800,1876.4,8,14230.16,175.0,Spring,2026-03-18
UltraHD 4K Smart TV,Electronics,45386.14,32000,43109.76,6,272316.84,53.0,Spring,2026-03-19
Wireless Noise-Canceling Headphones,Electronics,8118.42,4500,8033.02,4,32473.68,67.0,Spring,2026-03-19
Waterproof Hiking Boots,Apparel,4460.71,2200,4549.77,9,40146.39,5.0,Spring,2026-03-19
Ergonomic Office Chair,Home Goods,10897.59,6000,10265.39,7,76283.13,179.0,Spring,2026-03-19
Classic Denim Jacket,Apparel,2385.39,1200,2343.71,9,21468.51,485.0,Spring,2026-03-20
Waterproof Hiking Boots,Apparel,4321.64,2200,4776.1,3,12964.92,5.0,Spring,2026-03-20
Ergonomic Office Chair,Home Goods,11547.78,6000,10800.84,9,103930.02,179.0,Spring,2026-03-20
UltraHD 4K Smart TV,Electronics,46089.1,32000,42832.19,4,184356.4,51.0,Spring,2026-03-21
Wireless Noise-Canceling Headphones,Electronics,8319.22,4500,8281.18,5,41596.1,70.0,Spring,2026-03-21
Classic Denim Jacket,Apparel,2586.05,1200,2330.75,6,15516.3,490.0,Spring,2026-03-21
Waterproof Hiking Boots,Apparel,4678.89,2200,4853.32,8,37431.12,6.0,Spring,2026-03-21
Wireless Noise-Canceling Headphones,Electronics,8244.1,4500,8429.69,9,74196.9,65.0,Spring,2026-03-22
Waterproof Hiking Boots,Apparel,4342.46,2200,4714.13,1,4342.46,11.0,Spring,2026-03-22
Ergonomic Office Chair,Home Goods,10468.67,6000,10886.71,10,104686.7,177.0,Spring,2026-03-22
Ceramic Essential Oil Diffuser,Home Goods,1812.03,800,2017.43,11,19932.33,168.0,Spring,2026-03-22
Wireless Noise-Canceling Headphones,Electronics,8033.61,4500,8173.47,6,48201.66,62.0,Spring,2026-03-23
Classic Denim Jacket,Apparel,2500.81,1200,2450.91,6,15004.86,492.0,Spring,2026-03-23
Waterproof Hiking Boots,Apparel,4566.72,2200,4576.82,3,13700.16,19.0,Spring,2026-03-23
Ergonomic Office Chair,Home Goods,10542.17,6000,10620.17,7,73795.19,171.0,Spring,2026-03-23
Ceramic Essential Oil Diffuser,Home Goods,1755.58,800,1997.38,5,8777.9,174.0,Spring,2026-03-23
Wireless Noise-Canceling Headphones,Electronics,7963.97,4500,8366.28,9,71675.73,60.0,Spring,2026-03-24
Classic Denim Jacket,Apparel,2511.56,1200,2321.18,6,15069.36,494.0,Spring,2026-03-24
Waterproof Hiking Boots,Apparel,4315.82,2200,4610.77,10,43158.2,16.0,Spring,2026-03-24
Ceramic Essential Oil Diffuser,Home Goods,1822.16,800,1927.55,3,5466.48,174.0,Spring,2026-03-24
UltraHD 4K Smart TV,Electronics,43983.74,32000,43859.4,8,351869.92,44.0,Spring,2026-03-25
Wireless Noise-Canceling Headphones,Electronics,8293.28,4500,8261.39,7,58052.96,55.0,Spring,2026-03-25
Classic Denim Jacket,Apparel,2550.09,1200,2449.7,1,2550.09,493.0,Spring,2026-03-25
Ceramic Essential Oil Diffuser,Home Goods,1881.05,800,1955.57,6,11286.3,170.0,Spring,2026-03-25
Wireless Noise-Canceling Headphones,Electronics,8244.37,4500,8094.13,1,8244.37,60.0,Spring,2026-03-26
Classic Denim Jacket,Apparel,2521.98,1200,2483.43,6,15131.88,487.0,Spring,2026-03-26
Ceramic Essential Oil Diffuser,Home Goods,1805.0,800,1958.96,12,21660.0,162.0,Spring,2026-03-26
UltraHD 4K Smart TV,Electronics,46252.93,32000,43327.12,1,46252.93,49.0,Spring,2026-03-27
Wireless Noise-Canceling Headphones,Electronics,8035.29,4500,8233.92,3,24105.87,57.0,Spring,2026-03-27
Classic Denim Jacket,Apparel,2457.19,1200,2357.4,8,19657.52,484.0,Spring,2026-03-27
Waterproof Hiking Boots,Apparel,4616.78,2200,4589.45,5,23083.9,16.0,Spring,2026-03-27
Ergonomic Office Chair,Home Goods,11303.45,6000,10364.54,1,11303.45,174.0,Spring,2026-03-27
Ceramic Essential Oil Diffuser,Home Goods,1843.56,800,1880.16,12,22122.72,159.0,Spring,2026-03-27
Wireless Noise-Canceling Headphones,Electronics,8178.15,4500,8081.41,1,8178.15,63.0,Spring,2026-03-28
Classic Denim Jacket,Apparel,2405.89,1200,2327.75,6,14435.34,488.0,Spring,2026-03-28
Waterproof Hiking Boots,Apparel,4690.48,2200,4716.85,2,9380.96,18.0,Spring,2026-03-28
Ceramic Essential Oil Diffuser,Home Goods,1888.04,800,1913.35,8,15104.32,153.0,Spring,2026-03-28
UltraHD 4K Smart TV,Electronics,43245.33,32000,44084.86,1,43245.33,54.0,Spring,2026-03-29
Wireless Noise-Canceling Headphones,Electronics,7840.05,4500,7971.23,5,39200.25,62.0,Spring,2026-03-29
Waterproof Hiking Boots,Apparel,4309.87,2200,4518.78,4,17239.48,17.0,Spring,2026-03-29
Ergonomic Office Chair,Home Goods,10573.21,6000,10793.55,4,42292.84,180.0,Spring,2026-03-29
Ceramic Essential Oil Diffuser,Home Goods,1886.6,800,1987.5,7,13206.2,147.0,Spring,2026-03-29
UltraHD 4K Smart TV,Electronics,45055.17,32000,44455.05,3,135165.51,59.0,Spring,2026-03-30
Classic Denim Jacket,Apparel,2510.05,1200,2313.66,7,17570.35,492.0,Spring,2026-03-30
Waterproof Hiking Boots,Apparel,4366.29,2200,4792.36,3,13098.87,19.0,Spring,2026-03-30
Ergonomic Office Chair,Home Goods,11465.49,6000,10093.32,7,80258.43,177.0,Spring,2026-03-30
Ceramic Essential Oil Diffuser,Home Goods,1798.01,800,1935.56,4,7192.04,145.0,Spring,2026-03-30
UltraHD 4K Smart TV,Electronics,43389.82,32000,42908.06,3,130169.46,56.0,Spring,2026-03-31
Wireless Noise-Canceling Headphones,Electronics,8269.15,4500,8207.83,6,49614.9,58.0,Spring,2026-03-31
Waterproof Hiking Boots,Apparel,4424.25,2200,4783.87,1,4424.25,24.0,Spring,2026-03-31
Ergonomic Office Chair,Home Goods,10878.47,6000,,7,76149.29,172.0,Spring,2026-03-31
Ceramic Essential Oil Diffuser,Home Goods,1756.23,800,1886.43,12,21074.76,140.0,Spring,2026-03-31
UltraHD 4K Smart TV,Electronics,47249.32,32000,42727.78,5,236246.6,56.0,Spring,2026-04-01
Wireless Noise-Canceling Headphones,Electronics,8336.5,4500,7933.42,7,58355.5,62.0,Spring,2026-04-01
Classic Denim Jacket,Apparel,2598.5,1200,2404.17,3,7795.5,492.0,Spring,2026-04-01
Ergonomic Office Chair,Home Goods,10820.93,6000,10417.9,10,108209.3,169.0,Spring,2026-04-01
Ceramic Essential Oil Diffuser,Home Goods,1732.2,800,1934.55,6,10393.2,138.0,Spring,2026-04-01
UltraHD 4K Smart TV,Electronics,43955.74,32000,44571.89,9,395601.66,51.0,Spring,2026-04-02
Waterproof Hiking Boots,Apparel,4440.02,2200,4551.78,5,22200.1,20.0,Spring,2026-04-02
Ceramic Essential Oil Diffuser,Home Goods,1773.89,800,1950.5,9,15965.01,140.0,Spring,2026-04-02
UltraHD 4K Smart TV,Electronics,45005.23,32000,44086.23,4,180020.92,49.0,Spring,2026-04-03
Wireless Noise-Canceling Headphones,Electronics,8120.58,4500,8440.63,7,56844.06,61.0,Spring,2026-04-03
Waterproof Hiking Boots,Apparel,4519.86,2200,4790.43,3,13559.58,18.0,Spring,2026-04-03
Ergonomic Office Chair,Home Goods,10656.28,6000,10088.86,11,117219.08,160.0,Spring,2026-04-03
UltraHD 4K Smart TV,Electronics,44224.86,32000,43131.56,4,176899.44,47.0,Spring,2026-04-04
Wireless Noise-Canceling Headphones,Electronics,8334.08,4500,8313.56,1,8334.08,69.0,Spring,2026-04-04
Classic Denim Jacket,Apparel,2504.92,1200,2340.59,2,5009.84,500.0,Spring,2026-04-04
Ergonomic Office Chair,Home Goods,11399.91,6000,10366.4,2,22799.82,166.0,Spring,2026-04-04
Ceramic Essential Oil Diffuser,Home Goods,1791.5,800,2002.34,11,19706.5,136.0,Spring,2026-04-04
UltraHD 4K Smart TV,Electronics,44390.55,32000,45723.5,8,355124.4,41.0,Spring,2026-04-05
Wireless Noise-Canceling Headphones,Electronics,7649.96,4500,8123.87,9,68849.64,64.0,Spring,2026-04-05
Classic Denim Jacket,Apparel,2508.87,1200,2320.35,8,20070.96,499.0,Spring,2026-04-05
Wireless Noise-Canceling Headphones,Electronics,7835.04,4500,,9,70515.36,56.0,Spring,2026-04-06
Classic Denim Jacket,Apparel,2570.73,1200,2388.99,3,7712.19,496.0,Spring,2026-04-06
Waterproof Hiking Boots,Apparel,4529.52,2200,4701.47,8,36236.16,11.0,Spring,2026-04-06
Ergonomic Office Chair,Home Goods,11339.68,6000,10383.89,5,56698.4,166.0,Spring,2026-04-06
Ceramic Essential Oil Diffuser,Home Goods,1759.95,800,2017.61,8,14079.6,137.0,Spring,2026-04-06
UltraHD 4K Smart TV,Electronics,42881.85,32000,44920.45,10,428818.5,31.0,Spring,2026-04-07
Wireless Noise-Canceling Headphones,Electronics,7941.04,4500,8162.17,9,71469.36,47.0,Spring,2026-04-07
Classic Denim Jacket,Apparel,2545.65,1200,2471.33,1,2545.65,495.0,Spring,2026-04-07
Ergonomic Office Chair,Home Goods,10743.98,6000,10434.07,9,96695.82,164.0,Spring,2026-04-07
Ceramic Essential Oil Diffuser,Home Goods,1744.19,800,1943.87,12,20930.28,127.0,Spring,2026-04-07
UltraHD 4K Smart TV,Electronics,45679.37,32000,45655.28,4,182717.48,30.0,Spring,2026-04-08
Wireless Noise-Canceling Headphones,Electronics,7818.93,4500,8514.88,1,7818.93,55.0,Spring,2026-04-08
Waterproof Hiking Boots,Apparel,4508.19,2200,4526.11,7,31557.33,10.0,Spring,2026-04-08
UltraHD 4K Smart TV,Electronics,44811.92,32000,46084.26,7,313683.44,29.0,Spring,2026-04-09
Wireless Noise-Canceling Headphones,Electronics,7972.58,4500,8029.6,2,15945.16,64.0,Spring,2026-04-09
Waterproof Hiking Boots,Apparel,4501.58,2200,4534.6,5,22507.9,13.0,Spring,2026-04-09
Ergonomic Office Chair,Home Goods,11117.02,6000,10649.07,11,122287.22,159.0,Spring,2026-04-09
Waterproof Hiking Boots,Apparel,4513.52,2200,4522.47,3,13540.56,16.0,Spring,2026-04-10
